nct_id,success
NCT06256523,0.0
NCT04990427,0.0
NCT02603510,0.0
NCT06548997,0.0
NCT00032474,0.0
NCT02813863,0.0
NCT01396564,0.0
NCT01794364,1.0
NCT05491421,0.0
NCT01238224,0.0
NCT05146869,0.0
NCT01545570,0.0
NCT00810589,0.0
NCT00944450,0.0
NCT02411929,0.0
NCT00612794,0.0
NCT05762744,0.0
NCT01620463,1.0
NCT01399346,0.0
NCT02161588,1.0
NCT01146886,0.0
NCT07068295,0.0
NCT00464880,0.0
NCT00099723,0.0
NCT01551446,1.0
NCT06124573,0.0
NCT00949663,0.0
NCT00933530,1.0
NCT03638778,0.0
NCT01496443,0.0
NCT05374343,0.0
NCT00532610,0.0
NCT04334213,0.0
NCT01512849,0.0
NCT01196728,0.0
NCT01449019,0.0
NCT01240980,0.0
NCT02915250,0.0
NCT01165268,1.0
NCT03928379,0.0
NCT01483781,0.0
NCT01933256,0.0
NCT05654831,0.0
NCT00853151,0.0
NCT01341392,0.0
NCT01464099,0.0
NCT06890299,0.0
NCT01369602,0.0
NCT03061981,0.0
NCT01827735,0.0
NCT01298518,0.0
NCT00989079,0.0
NCT03895996,0.0
NCT01044017,0.0
NCT02817217,0.0
NCT02284425,0.0
NCT01127308,0.0
NCT01923389,0.0
NCT00963768,0.0
NCT01789788,1.0
NCT06937203,0.0
NCT04823208,0.0
NCT04970940,0.0
NCT01101568,0.0
NCT02536859,0.0
NCT03176524,0.0
NCT04080596,0.0
NCT03510624,0.0
NCT01458210,0.0
NCT02514850,0.0
NCT03180710,0.0
NCT02411825,1.0
NCT02077803,0.0
NCT00671424,0.0
NCT00501462,1.0
NCT04889157,0.0
NCT01557504,0.0
NCT02445911,0.0
NCT00376038,0.0
NCT01076634,0.0
NCT02713841,0.0
NCT01526941,1.0
NCT02485327,0.0
NCT05516966,0.0
NCT05549583,0.0
NCT00511667,0.0
NCT00551564,0.0
NCT00952198,0.0
NCT00825253,0.0
NCT06422039,0.0
NCT00461136,0.0
NCT00394030,0.0
NCT02750007,0.0
NCT01924767,1.0
NCT04582435,0.0
NCT00830076,0.0
NCT02115347,0.0
NCT06362265,0.0
NCT03790839,0.0
NCT06709807,0.0
NCT02212951,0.0
NCT00511472,0.0
NCT00972322,0.0
NCT06246175,0.0
NCT01680328,0.0
NCT04907006,0.0
NCT07065032,0.0
NCT07234864,0.0
NCT01522807,0.0
NCT06942923,0.0
NCT00153179,0.0
NCT05232708,0.0
NCT05983289,0.0
NCT01719640,0.0
NCT06988553,0.0
NCT00726505,1.0
NCT00976729,1.0
NCT06498284,0.0
NCT01915849,1.0
NCT00027287,0.0
NCT01507311,1.0
NCT00910923,0.0
NCT01324388,0.0
NCT04660305,0.0
NCT03232983,0.0
NCT02373150,0.0
NCT03681691,0.0
NCT05437848,0.0
NCT02933853,0.0
NCT00929201,0.0
NCT01469468,0.0
NCT04869761,0.0
NCT06890286,0.0
NCT06199440,0.0
NCT06403761,0.0
NCT06792968,0.0
NCT07242469,0.0
NCT05452525,0.0
NCT01855321,0.0
NCT06513104,0.0
NCT01611363,0.0
NCT01106287,0.0
NCT01976858,1.0
NCT02910518,0.0
NCT02059564,1.0
NCT06492655,0.0
NCT06063109,0.0
NCT01490658,0.0
NCT03973515,0.0
NCT02020616,0.0
NCT05596747,0.0
NCT04407234,0.0
NCT03864432,0.0
NCT06879132,0.0
NCT01662999,0.0
NCT01856595,1.0
NCT05791201,0.0
NCT01272804,0.0
NCT06642584,0.0
NCT01221545,0.0
NCT01488877,0.0
NCT04907019,0.0
NCT01474083,0.0
NCT03322631,1.0
NCT01751399,0.0
NCT02000700,0.0
NCT00882882,0.0
NCT02146079,1.0
NCT01537120,0.0
NCT03058289,0.0
NCT01068717,0.0
NCT00947024,0.0
NCT01154348,0.0
NCT03816488,0.0
NCT03392961,0.0
NCT00770302,1.0
NCT06051565,0.0
NCT02754219,0.0
NCT05960656,0.0
NCT03095651,0.0
NCT01105429,0.0
NCT01087645,0.0
NCT02016911,1.0
NCT02528396,0.0
NCT02148861,0.0
NCT02058641,0.0
NCT06654960,0.0
NCT04324424,0.0
NCT02167061,0.0
NCT07004322,0.0
NCT04001231,0.0
NCT01497561,0.0
NCT00767260,0.0
NCT03867942,0.0
NCT05642377,0.0
NCT02113163,0.0
NCT02502253,0.0
NCT00790153,0.0
NCT02637037,0.0
NCT00558571,1.0
NCT05822544,0.0
NCT03849339,0.0
NCT00961857,0.0
NCT05996380,0.0
NCT00055042,0.0
NCT06592261,0.0
NCT05751720,0.0
NCT05890950,0.0
NCT00310297,0.0
NCT05498610,0.0
NCT02163278,0.0
NCT06141590,0.0
NCT01965496,1.0
NCT02588950,0.0
NCT01069926,1.0
NCT06924320,0.0
NCT02467790,0.0
NCT00370084,0.0
NCT02250222,0.0
NCT04373265,0.0
NCT05824975,0.0
NCT00924105,0.0
NCT01434901,0.0
NCT00946972,0.0
NCT06823856,0.0
NCT02461914,0.0
NCT01085292,1.0
NCT00690287,0.0
NCT05415644,0.0
NCT01489644,0.0
NCT01676233,0.0
NCT04869800,0.0
NCT00982254,0.0
NCT01406262,0.0
NCT05407961,0.0
NCT00554450,1.0
NCT05176210,0.0
NCT04345120,0.0
NCT00924053,0.0
NCT01324505,1.0
NCT01386541,0.0
NCT01316341,0.0
NCT06554054,1.0
NCT01305551,0.0
NCT01874483,0.0
NCT03138356,0.0
NCT06567041,1.0
NCT01358929,1.0
NCT01381887,0.0
NCT05897216,0.0
NCT00566865,0.0
NCT02206607,0.0
NCT03802487,0.0
NCT03616392,0.0
NCT01748552,0.0
NCT01535677,0.0
NCT00817271,0.0
NCT02039258,0.0
NCT00943501,0.0
NCT06945419,0.0
NCT03414892,0.0
NCT06086912,0.0
NCT05411965,0.0
NCT05952219,0.0
NCT00239187,0.0
NCT05086445,0.0
NCT01017302,0.0
NCT01755494,0.0
NCT00422357,0.0
NCT02891954,0.0
NCT05120219,0.0
NCT06084156,0.0
NCT07073170,0.0
NCT04878406,1.0
NCT01869621,0.0
NCT06268145,0.0
NCT01405261,0.0
NCT02648854,0.0
NCT00774553,1.0
NCT01956305,0.0
NCT01202266,0.0
NCT00894322,0.0
NCT06169982,0.0
NCT00798915,0.0
NCT00464776,0.0
NCT05322213,0.0
NCT02197520,0.0
NCT00935220,0.0
NCT03723785,1.0
NCT00727896,0.0
NCT00904176,0.0
NCT02744820,0.0
NCT01907113,1.0
NCT00013910,0.0
NCT07024823,0.0
NCT03350191,0.0
NCT02910076,0.0
NCT01211197,1.0
NCT02548585,1.0
NCT01095991,0.0
NCT00873821,0.0
NCT01597713,0.0
NCT01606397,0.0
NCT05129891,0.0
NCT01460368,0.0
NCT03601910,0.0
NCT02753803,0.0
NCT05108350,0.0
NCT05497674,0.0
NCT06305351,0.0
NCT05268237,0.0
NCT00388986,0.0
NCT05248841,0.0
NCT03199261,0.0
NCT01546558,0.0
NCT02161276,0.0
NCT00961025,0.0
NCT02055547,0.0
NCT04152915,1.0
NCT01273558,0.0
NCT02817243,0.0
NCT00946504,0.0
NCT00034255,0.0
NCT05700513,0.0
NCT01588366,0.0
NCT01650324,0.0
NCT05521256,0.0
NCT01919684,0.0
NCT02824874,0.0
NCT04208620,0.0
NCT01571661,0.0
NCT00873223,0.0
NCT00519480,0.0
NCT01626469,0.0
NCT03646799,0.0
NCT03611322,0.0
NCT04768673,0.0
NCT00541229,0.0
NCT06370819,1.0
NCT04389775,0.0
NCT01492465,0.0
NCT07167693,0.0
NCT02886884,0.0
NCT06703658,0.0
NCT05267626,0.0
NCT02565368,0.0
NCT01724814,0.0
NCT04513704,0.0
NCT02356224,0.0
NCT00971659,0.0
NCT04575181,0.0
NCT01221519,0.0
NCT01096940,0.0
NCT04880291,0.0
NCT04032197,1.0
NCT04097600,0.0
NCT01606371,0.0
NCT05754424,0.0
NCT05881213,0.0
NCT02014259,1.0
NCT01369277,0.0
NCT02862431,0.0
NCT06386328,0.0
NCT04305054,0.0
NCT01340911,0.0
NCT03903016,0.0
NCT03417076,0.0
NCT07020949,0.0
NCT06948747,0.0
NCT04426708,0.0
NCT04142424,0.0
NCT00961480,0.0
NCT05029076,0.0
NCT01083212,0.0
NCT01043965,0.0
NCT00790556,0.0
NCT01500798,1.0
NCT04050553,1.0
NCT01798264,0.0
NCT00943371,0.0
NCT00254800,0.0
NCT02815787,0.0
NCT03620773,0.0
NCT06634927,0.0
NCT01804842,1.0
NCT05549570,0.0
NCT01809184,0.0
NCT02815748,0.0
NCT01068743,0.0
NCT02942914,0.0
NCT00562250,0.0
NCT01183715,0.0
NCT01511692,0.0
NCT01253304,0.0
NCT02627287,0.0
NCT00975052,0.0
NCT02324309,0.0
NCT02735239,0.0
NCT01865292,1.0
NCT02749032,0.0
NCT02212067,1.0
NCT07053319,0.0
NCT00912002,1.0
NCT01755442,0.0
NCT04706286,0.0
NCT03310749,0.0
NCT06247748,0.0
NCT04540016,0.0
NCT01511185,1.0
NCT04016974,1.0
NCT01952535,1.0
NCT02029924,0.0
NCT00418366,0.0
NCT01843127,0.0
NCT00964262,0.0
NCT00377442,0.0
NCT02210871,1.0
NCT03859934,0.0
NCT03790787,0.0
NCT01366287,0.0
NCT00970593,0.0
NCT00806338,0.0
NCT07053306,0.0
NCT00332085,0.0
NCT05266404,0.0
NCT00504816,0.0
NCT02077452,1.0
NCT00930865,0.0
NCT03296800,0.0
NCT06615700,0.0
NCT00495014,0.0
NCT01441232,0.0
NCT01077505,0.0
NCT00306072,0.0
NCT05292495,1.0
NCT01225939,0.0
NCT06982846,0.0
NCT01496339,0.0
NCT00302224,0.0
NCT01054118,0.0
NCT01546597,0.0
NCT05274880,0.0
NCT03776227,0.0
NCT06996886,0.0
NCT01103622,0.0
NCT05184322,0.0
NCT02009527,0.0
NCT01247896,0.0
NCT04262661,0.0
NCT02022254,1.0
NCT00938275,0.0
NCT00935467,1.0
NCT02002611,0.0
NCT01726764,0.0
NCT01236404,0.0
NCT00964964,0.0
NCT01042106,0.0
NCT01508806,1.0
NCT01511900,0.0
NCT00916604,1.0
NCT01089179,0.0
NCT01433380,1.0
NCT00819884,1.0
NCT01620424,0.0
NCT01517555,0.0
NCT05046873,0.0
NCT02960659,0.0
NCT00400283,0.0
NCT01703286,0.0
NCT01549769,1.0
NCT04586907,0.0
NCT01300260,0.0
NCT01018628,0.0
NCT01845064,0.0
NCT02538848,0.0
NCT02065752,0.0
NCT03060538,0.0
NCT01867216,0.0
NCT05814107,0.0
NCT00871507,0.0
NCT03159832,0.0
NCT04065581,0.0
NCT00501683,0.0
NCT02218099,1.0
NCT02036528,0.0
NCT06288412,0.0
NCT02724566,0.0
NCT03945656,1.0
NCT00707954,0.0
NCT05682495,0.0
NCT01068756,0.0
NCT00931372,0.0
NCT01869959,0.0
NCT01865305,0.0
NCT01274663,0.0
NCT05702463,0.0
NCT05544214,0.0
NCT00279240,0.0
NCT01055652,1.0
NCT06869018,0.0
NCT00707590,0.0
NCT00836225,0.0
NCT06124560,0.0
NCT02106585,0.0
NCT01215968,0.0
NCT00682097,0.0
NCT05294458,0.0
NCT00859755,0.0
NCT02078440,0.0
NCT00979368,0.0
NCT00976261,0.0
NCT06439056,0.0
NCT05409027,0.0
NCT01093794,0.0
NCT04305587,0.0
NCT01156246,0.0
NCT06695572,0.0
NCT01933672,0.0
NCT00365781,1.0
NCT01686945,1.0
NCT01089192,0.0
NCT01667900,1.0
NCT02265809,0.0
NCT00607906,0.0
NCT01972893,0.0
NCT02820298,0.0
NCT01177163,0.0
NCT01524809,1.0
NCT07146347,0.0
NCT00475371,0.0
NCT07089784,0.0
NCT01542450,0.0
NCT02004678,0.0
NCT00513214,1.0
NCT05369078,0.0
NCT02440061,0.0
NCT03603704,0.0
NCT01954147,0.0
NCT02292433,0.0
NCT03598621,0.0
NCT00558909,0.0
NCT02147431,1.0
NCT01176097,0.0
NCT01159353,0.0
NCT03657537,0.0
NCT00368368,1.0
NCT01253278,0.0
NCT01129258,0.0
NCT01515202,0.0
NCT01862939,0.0
NCT00757601,0.0
NCT02073227,0.0
NCT04426474,0.0
NCT00823940,0.0
NCT01746017,0.0
NCT05790681,0.0
NCT01054300,0.0
NCT00908271,1.0
NCT01473953,0.0
NCT05870670,1.0
NCT04136067,0.0
NCT03848637,0.0
NCT02703337,0.0
NCT01710371,0.0
NCT00615212,0.0
NCT00995787,1.0
NCT00754130,0.0
NCT00436475,0.0
NCT00517465,0.0
NCT04973111,0.0
NCT01103609,0.0
NCT02361138,0.0
NCT02759107,1.0
NCT00605449,0.0
NCT02472236,0.0
NCT01028404,0.0
NCT01469065,0.0
NCT03991299,0.0
NCT04662164,0.0
NCT02060201,0.0
NCT03235219,0.0
NCT05071898,0.0
NCT00862433,0.0
NCT01508858,0.0
NCT05153564,0.0
NCT01394055,0.0
NCT05579314,0.0
NCT01201278,0.0
NCT06578676,0.0
NCT02211963,0.0
NCT04109508,0.0
NCT04582448,0.0
NCT06553248,0.0
NCT05448820,0.0
NCT00813020,0.0
NCT02120976,0.0
NCT03584217,0.0
NCT06435676,0.0
NCT00882726,0.0
NCT01432938,0.0
NCT04524832,0.0
NCT00618995,0.0
NCT02722239,0.0
NCT02375139,0.0
NCT03115099,0.0
NCT00865033,0.0
NCT01436201,0.0
NCT01396187,0.0
NCT01677611,0.0
NCT01515592,0.0
NCT01478399,0.0
NCT02935712,0.0
NCT01527630,0.0
NCT01188863,0.0
NCT03033433,0.0
NCT05116410,0.0
NCT01838083,0.0
NCT00609154,0.0
NCT02845219,0.0
NCT06143566,0.0
NCT01223339,0.0
NCT00537719,0.0
NCT01582308,0.0
NCT05409924,0.0
NCT06329882,0.0
NCT01821079,0.0
NCT02500979,0.0
NCT04235959,1.0
NCT01121276,0.0
NCT06289920,0.0
NCT01131091,1.0
NCT05761301,0.0
NCT02040012,0.0
NCT01154881,0.0
NCT01398267,0.0
NCT00961909,0.0
NCT02346175,0.0
NCT06204107,0.0
NCT00813228,0.0
NCT03011021,0.0
NCT06562907,0.0
NCT05737771,0.0
NCT06423872,0.0
NCT00937872,0.0
NCT02660736,0.0
NCT01332071,0.0
NCT01135446,0.0
NCT03916601,0.0
NCT01807377,0.0
NCT01640873,0.0
NCT01538511,0.0
NCT01088711,1.0
NCT02131948,0.0
NCT04790006,0.0
NCT00842556,0.0
NCT03414736,1.0
NCT02713477,0.0
NCT05294536,0.0
NCT01995656,0.0
NCT04641312,0.0
NCT01581736,0.0
NCT01464320,0.0
NCT07039890,0.0
NCT01407003,1.0
NCT00902161,0.0
NCT01509742,1.0
NCT03329118,0.0
NCT01416324,0.0
NCT00642798,0.0
NCT02877355,1.0
NCT02672839,0.0
NCT05977465,0.0
NCT01217905,0.0
NCT01686828,0.0
NCT01290575,0.0
NCT05760677,0.0
NCT01537497,1.0
NCT06636877,0.0
NCT02479022,0.0
NCT01971554,0.0
NCT02971202,0.0
NCT01690169,0.0
NCT01819922,1.0
NCT03305822,0.0
NCT04552470,0.0
NCT05015894,1.0
NCT01089205,0.0
NCT01614769,0.0
NCT03951753,0.0
NCT00552227,1.0
NCT06606327,0.0
NCT00551590,0.0
NCT05151705,0.0
NCT00791661,0.0
NCT02366351,0.0
NCT01082120,0.0
NCT02039245,0.0
NCT00801164,0.0
NCT01247363,1.0
NCT01786707,0.0
NCT00730275,0.0
NCT00673465,0.0
NCT06974487,0.0
NCT01493934,0.0
NCT04504045,0.0
NCT02773381,1.0
NCT04744636,0.0
NCT02506647,0.0
NCT04221399,0.0
NCT01515384,0.0
NCT01941199,0.0
NCT01673178,0.0
NCT00559884,0.0
NCT01581658,0.0
NCT00993304,1.0
NCT06879158,0.0
NCT02377362,0.0
NCT06819488,0.0
NCT04616027,0.0
NCT06143423,0.0
NCT05210504,0.0
NCT04431687,0.0
NCT01866748,1.0
NCT00841048,0.0
NCT05925920,0.0
NCT02224118,0.0
NCT00979459,0.0
NCT02562326,0.0
NCT04260438,0.0
NCT03538743,1.0
NCT05158244,1.0
NCT01285518,0.0
NCT07140055,0.0
NCT01002807,0.0
NCT02964104,0.0
NCT01554631,0.0
NCT04155645,0.0
NCT02597400,0.0
NCT03310944,1.0
NCT03907202,0.0
NCT00574912,0.0
NCT05831644,0.0
NCT06279234,0.0
NCT00425009,0.0
NCT01226537,0.0
NCT02366377,0.0
NCT01313286,0.0
NCT00115973,0.0
NCT01747083,0.0
NCT03286751,0.0
NCT01013766,0.0
NCT01037582,0.0
NCT06559527,0.0
NCT07158346,0.0
NCT00957268,0.0
NCT00854113,0.0
NCT05741437,0.0
NCT04972539,0.0
NCT05373212,0.0
NCT06766500,0.0
NCT01681693,0.0
NCT06855147,0.0
NCT03466567,0.0
NCT02650206,0.0
NCT00747175,0.0
NCT02623465,0.0
NCT02822534,0.0
NCT04676906,0.0
NCT03144271,1.0
NCT01365091,0.0
NCT01043510,0.0
NCT05875259,0.0
NCT04597697,0.0
NCT01467414,0.0
NCT01677299,0.0
NCT07223333,0.0
NCT01572649,0.0
NCT01282970,0.0
NCT02012166,0.0
NCT01725672,0.0
NCT02815657,0.0
NCT03235362,0.0
NCT04930679,0.0
NCT00924430,0.0
NCT01796366,0.0
NCT01358981,0.0
NCT04817644,0.0
NCT00733577,0.0
NCT02673554,0.0
NCT04143802,1.0
NCT07032688,0.0
NCT07213895,0.0
NCT06555822,0.0
NCT01767688,0.0
NCT06670209,0.0
NCT01145534,0.0
NCT05692934,0.0
NCT00567112,0.0
NCT02627027,0.0
NCT05272059,0.0
NCT05031871,0.0
NCT01349855,0.0
NCT01292993,0.0
NCT05689099,0.0
NCT06132126,0.0
NCT00888238,0.0
NCT05328726,0.0
NCT05719155,0.0
NCT01031108,0.0
NCT07137585,0.0
NCT02535078,0.0
NCT01396161,0.0
NCT01408888,0.0
NCT02803918,0.0
NCT02827890,0.0
NCT02685774,0.0
NCT02806960,0.0
NCT03027960,0.0
NCT02212925,0.0
NCT00824668,0.0
NCT01507389,1.0
NCT01870297,0.0
NCT00501397,0.0
NCT02386982,1.0
NCT00633997,1.0
NCT00102297,1.0
NCT00481117,0.0
NCT02183350,0.0
NCT01516255,0.0
NCT06694935,0.0
NCT04317703,0.0
NCT00830791,0.0
NCT00517283,1.0
NCT03288740,0.0
NCT01373450,0.0
NCT00572650,1.0
NCT06137469,0.0
NCT03376802,1.0
NCT01982630,0.0
NCT01880827,0.0
NCT07061574,0.0
NCT03341013,0.0
NCT02084251,1.0
NCT06932159,0.0
NCT01134224,0.0
NCT02815722,0.0
NCT01023945,0.0
NCT03560323,0.0
NCT06883656,0.0
NCT01044537,1.0
NCT02308254,0.0
NCT02447601,0.0
NCT05169060,0.0
NCT06929156,0.0
NCT02943486,0.0
NCT02164266,0.0
NCT00239707,0.0
NCT02826044,0.0
NCT05081921,0.0
NCT00501930,1.0
NCT06695598,0.0
NCT01780051,0.0
NCT01388153,0.0
NCT00833716,1.0
NCT00949091,1.0
NCT01102673,0.0
NCT04431141,0.0
NCT01757756,1.0
NCT03981627,0.0
NCT02430870,0.0
NCT02541734,0.0
NCT01372163,0.0
NCT01330563,0.0
NCT00990444,0.0
NCT01525238,0.0
NCT00768105,1.0
NCT06422624,0.0
NCT02351323,0.0
NCT00232362,0.0
NCT06226727,0.0
NCT03947879,0.0
NCT01874366,0.0
NCT02183415,0.0
NCT01276288,0.0
NCT02354027,0.0
NCT00758680,0.0
NCT00519727,0.0
NCT02940379,0.0
NCT01614782,0.0
NCT01422590,0.0
NCT06982859,0.0
NCT06723691,0.0
NCT00538174,1.0
NCT00184613,0.0
NCT01865279,0.0
NCT04515576,0.0
NCT04198948,0.0
NCT04187443,0.0
NCT01728740,0.0
NCT01615978,1.0
