,nct_id,success
419,NCT00924105,0.0
420,NCT01434901,0.0
421,NCT00946972,0.0
422,NCT06823856,0.0
423,NCT02461914,0.0
424,NCT01085292,1.0
425,NCT00690287,0.0
426,NCT05415644,0.0
427,NCT01489644,0.0
428,NCT01676233,0.0
429,NCT04869800,0.0
430,NCT00982254,0.0
431,NCT01406262,0.0
432,NCT05407961,0.0
433,NCT00554450,1.0
434,NCT05176210,0.0
435,NCT04345120,0.0
436,NCT00924053,0.0
437,NCT01324505,1.0
438,NCT01386541,0.0
439,NCT01316341,0.0
440,NCT06554054,1.0
442,NCT01305551,0.0
443,NCT01874483,0.0
444,NCT03138356,0.0
445,NCT06567041,1.0
446,NCT01358929,1.0
447,NCT01381887,0.0
448,NCT05897216,0.0
449,NCT00566865,0.0
450,NCT02206607,0.0
451,NCT03802487,0.0
452,NCT03616392,0.0
453,NCT01748552,0.0
454,NCT01535677,0.0
455,NCT00817271,0.0
456,NCT02039258,0.0
458,NCT00943501,0.0
459,NCT06945419,0.0
460,NCT03414892,0.0
461,NCT06086912,0.0
462,NCT05411965,0.0
463,NCT05952219,0.0
464,NCT00239187,0.0
465,NCT05086445,0.0
466,NCT01017302,0.0
467,NCT01755494,0.0
468,NCT00422357,0.0
469,NCT02891954,0.0
470,NCT05120219,0.0
471,NCT06084156,0.0
472,NCT07073170,0.0
473,NCT04878406,1.0
474,NCT01869621,0.0
475,NCT06268145,0.0
476,NCT01405261,0.0
477,NCT02648854,0.0
478,NCT00774553,1.0
479,NCT01956305,0.0
480,NCT01202266,0.0
481,NCT00894322,0.0
482,NCT06169982,0.0
483,NCT00798915,0.0
484,NCT00464776,0.0
485,NCT05322213,0.0
486,NCT02197520,0.0
487,NCT00935220,0.0
488,NCT03723785,1.0
489,NCT00727896,0.0
490,NCT00904176,0.0
491,NCT02744820,0.0
492,NCT01907113,1.0
493,NCT00013910,0.0
494,NCT07024823,0.0
495,NCT03350191,0.0
496,NCT02910076,0.0
497,NCT01211197,1.0
498,NCT02548585,1.0
499,NCT01095991,0.0
501,NCT00873821,0.0
502,NCT01597713,0.0
503,NCT01606397,0.0
504,NCT05129891,0.0
505,NCT01460368,0.0
506,NCT03601910,0.0
507,NCT02753803,0.0
509,NCT05108350,0.0
510,NCT05497674,0.0
512,NCT06305351,0.0
513,NCT05268237,0.0
514,NCT00388986,0.0
515,NCT05248841,0.0
517,NCT03199261,0.0
519,NCT01546558,0.0
520,NCT02161276,0.0
521,NCT00961025,0.0
522,NCT02055547,0.0
523,NCT04152915,1.0
524,NCT01273558,0.0
525,NCT02817243,0.0
527,NCT00946504,0.0
528,NCT00034255,0.0
529,NCT05700513,0.0
530,NCT01588366,0.0
531,NCT01650324,0.0
532,NCT05521256,0.0
533,NCT01919684,0.0
534,NCT02824874,0.0
536,NCT04208620,0.0
537,NCT01571661,0.0
538,NCT00873223,0.0
539,NCT00519480,0.0
540,NCT01626469,0.0
541,NCT03646799,0.0
542,NCT03611322,0.0
543,NCT04768673,0.0
544,NCT00541229,0.0
545,NCT06370819,1.0
546,NCT04389775,0.0
547,NCT01492465,0.0
548,NCT07167693,0.0
549,NCT02886884,0.0
550,NCT06703658,0.0
551,NCT05267626,0.0
553,NCT02565368,0.0
554,NCT01724814,0.0
555,NCT04513704,0.0
556,NCT02356224,0.0
557,NCT00971659,0.0
558,NCT04575181,0.0
559,NCT01221519,0.0
560,NCT01096940,0.0
561,NCT04880291,0.0
562,NCT04032197,1.0
564,NCT04097600,0.0
565,NCT01606371,0.0
566,NCT05754424,0.0
567,NCT05881213,0.0
568,NCT02014259,1.0
569,NCT01369277,0.0
570,NCT02862431,0.0
571,NCT06386328,0.0
572,NCT04305054,0.0
573,NCT01340911,0.0
575,NCT03903016,0.0
576,NCT03417076,0.0
577,NCT07020949,0.0
578,NCT06948747,0.0
579,NCT04426708,0.0
580,NCT04142424,0.0
581,NCT00961480,0.0
582,NCT05029076,0.0
583,NCT01083212,0.0
584,NCT01043965,0.0
585,NCT00790556,0.0
586,NCT01500798,1.0
588,NCT04050553,1.0
589,NCT01798264,0.0
591,NCT00943371,0.0
592,NCT00254800,0.0
593,NCT02815787,0.0
594,NCT03620773,0.0
596,NCT06634927,0.0
597,NCT01804842,1.0
598,NCT05549570,0.0
600,NCT01809184,0.0
601,NCT02815748,0.0
602,NCT01068743,0.0
603,NCT02942914,0.0
604,NCT00562250,0.0
605,NCT01183715,0.0
606,NCT01511692,0.0
607,NCT01253304,0.0
608,NCT02627287,0.0
609,NCT00975052,0.0
611,NCT02324309,0.0
612,NCT02735239,0.0
613,NCT01865292,1.0
614,NCT02749032,0.0
615,NCT02212067,1.0
616,NCT07053319,0.0
617,NCT00912002,1.0
618,NCT01755442,0.0
619,NCT04706286,0.0
620,NCT03310749,0.0
621,NCT06247748,0.0
622,NCT04540016,0.0
623,NCT01511185,1.0
624,NCT04016974,1.0
626,NCT01952535,1.0
627,NCT02029924,0.0
628,NCT00418366,0.0
629,NCT01843127,0.0
630,NCT00964262,0.0
631,NCT00377442,0.0
632,NCT02210871,1.0
633,NCT03859934,0.0
634,NCT03790787,0.0
635,NCT01366287,0.0
636,NCT00970593,0.0
637,NCT00806338,0.0
638,NCT07053306,0.0
639,NCT00332085,0.0
640,NCT05266404,0.0
641,NCT00504816,0.0
642,NCT02077452,1.0
643,NCT00930865,0.0
644,NCT03296800,0.0
645,NCT06615700,0.0
646,NCT00495014,0.0
647,NCT01441232,0.0
648,NCT01077505,0.0
649,NCT00306072,0.0
650,NCT05292495,1.0
651,NCT01225939,0.0
652,NCT06982846,0.0
653,NCT01496339,0.0
655,NCT00302224,0.0
656,NCT01054118,0.0
657,NCT01546597,0.0
658,NCT05274880,0.0
659,NCT03776227,0.0
660,NCT06996886,0.0
661,NCT01103622,0.0
662,NCT05184322,0.0
663,NCT02009527,0.0
664,NCT01247896,0.0
665,NCT04262661,0.0
666,NCT02022254,1.0
667,NCT00938275,0.0
668,NCT00935467,1.0
669,NCT02002611,0.0
671,NCT01726764,0.0
672,NCT01236404,0.0
673,NCT00964964,0.0
674,NCT01042106,0.0
675,NCT01508806,1.0
677,NCT01511900,0.0
678,NCT00916604,1.0
679,NCT01089179,0.0
680,NCT01433380,1.0
681,NCT00819884,1.0
682,NCT01620424,0.0
684,NCT01517555,0.0
686,NCT05046873,0.0
687,NCT02960659,0.0
688,NCT00400283,0.0
690,NCT01703286,0.0
691,NCT01549769,1.0
693,NCT04586907,0.0
695,NCT01300260,0.0
696,NCT01018628,0.0
697,NCT01845064,0.0
698,NCT02538848,0.0
699,NCT02065752,0.0
701,NCT03060538,0.0
702,NCT01867216,0.0
703,NCT05814107,0.0
704,NCT00871507,0.0
705,NCT03159832,0.0
706,NCT04065581,0.0
707,NCT00501683,0.0
708,NCT02218099,1.0
709,NCT02036528,0.0
710,NCT06288412,0.0
711,NCT02724566,0.0
712,NCT03945656,1.0
713,NCT00707954,0.0
714,NCT05682495,0.0
715,NCT01068756,0.0
716,NCT00931372,0.0
717,NCT01869959,0.0
718,NCT01865305,0.0
720,NCT01274663,0.0
721,NCT05702463,0.0
722,NCT05544214,0.0
723,NCT00279240,0.0
724,NCT01055652,1.0
725,NCT06869018,0.0
727,NCT00707590,0.0
728,NCT00836225,0.0
729,NCT06124560,0.0
730,NCT02106585,0.0
731,NCT01215968,0.0
732,NCT00682097,0.0
733,NCT05294458,0.0
734,NCT00859755,0.0
735,NCT02078440,0.0
736,NCT00979368,0.0
737,NCT00976261,0.0
738,NCT06439056,0.0
739,NCT05409027,0.0
741,NCT01093794,0.0
742,NCT04305587,0.0
743,NCT01156246,0.0
744,NCT06695572,0.0
745,NCT01933672,0.0
747,NCT00365781,1.0
748,NCT01686945,1.0
749,NCT01089192,0.0
750,NCT01667900,1.0
751,NCT02265809,0.0
752,NCT00607906,0.0
753,NCT01972893,0.0
754,NCT02820298,0.0
755,NCT01177163,0.0
756,NCT01524809,1.0
757,NCT07146347,0.0
758,NCT00475371,0.0
759,NCT07089784,0.0
760,NCT01542450,0.0
761,NCT02004678,0.0
762,NCT00513214,1.0
763,NCT05369078,0.0
765,NCT02440061,0.0
766,NCT03603704,0.0
767,NCT01954147,0.0
769,NCT02292433,0.0
770,NCT03598621,0.0
771,NCT00558909,0.0
773,NCT02147431,1.0
774,NCT01176097,0.0
775,NCT01159353,0.0
776,NCT03657537,0.0
778,NCT00368368,1.0
779,NCT01253278,0.0
780,NCT01129258,0.0
781,NCT01515202,0.0
782,NCT01862939,0.0
783,NCT00757601,0.0
784,NCT02073227,0.0
785,NCT04426474,0.0
786,NCT00823940,0.0
788,NCT01746017,0.0
790,NCT05790681,0.0
791,NCT01054300,0.0
792,NCT00908271,1.0
793,NCT01473953,0.0
794,NCT05870670,1.0
795,NCT04136067,0.0
796,NCT03848637,0.0
797,NCT02703337,0.0
798,NCT01710371,0.0
799,NCT00615212,0.0
800,NCT00995787,1.0
801,NCT00754130,0.0
802,NCT00436475,0.0
803,NCT00517465,0.0
804,NCT04973111,0.0
805,NCT01103609,0.0
806,NCT02361138,0.0
807,NCT02759107,1.0
808,NCT00605449,0.0
809,NCT02472236,0.0
810,NCT01028404,0.0
811,NCT01469065,0.0
812,NCT03991299,0.0
813,NCT04662164,0.0
814,NCT02060201,0.0
815,NCT03235219,0.0
816,NCT05071898,0.0
817,NCT00862433,0.0
818,NCT01508858,0.0
819,NCT05153564,0.0
820,NCT01394055,0.0
821,NCT05579314,0.0
822,NCT01201278,0.0
823,NCT06578676,0.0
825,NCT02211963,0.0
826,NCT04109508,0.0
828,NCT04582448,0.0
829,NCT06553248,0.0
831,NCT05448820,0.0
832,NCT00813020,0.0
833,NCT02120976,0.0
834,NCT03584217,0.0
835,NCT06435676,0.0
836,NCT00882726,0.0
838,NCT01432938,0.0
839,NCT04524832,0.0
840,NCT00618995,0.0
841,NCT02722239,0.0
842,NCT02375139,0.0
843,NCT03115099,0.0
844,NCT00865033,0.0
845,NCT01436201,0.0
846,NCT01396187,0.0
847,NCT01677611,0.0
848,NCT01515592,0.0
849,NCT01478399,0.0
851,NCT02935712,0.0
852,NCT01527630,0.0
853,NCT01188863,0.0
854,NCT03033433,0.0
855,NCT05116410,0.0
856,NCT01838083,0.0
857,NCT00609154,0.0
858,NCT02845219,0.0
859,NCT06143566,0.0
860,NCT01223339,0.0
861,NCT00537719,0.0
862,NCT01582308,0.0
863,NCT05409924,0.0
864,NCT06329882,0.0
865,NCT01821079,0.0
867,NCT02500979,0.0
869,NCT04235959,1.0
870,NCT01121276,0.0
871,NCT06289920,0.0
872,NCT01131091,1.0
873,NCT05761301,0.0
874,NCT02040012,0.0
875,NCT01154881,0.0
876,NCT01398267,0.0
878,NCT00961909,0.0
879,NCT02346175,0.0
880,NCT06204107,0.0
881,NCT00813228,0.0
882,NCT03011021,0.0
883,NCT06562907,0.0
885,NCT05737771,0.0
886,NCT06423872,0.0
887,NCT00937872,0.0
888,NCT02660736,0.0
889,NCT01332071,0.0
890,NCT01135446,0.0
891,NCT03916601,0.0
892,NCT01807377,0.0
893,NCT01640873,0.0
894,NCT01538511,0.0
895,NCT01088711,1.0
896,NCT02131948,0.0
897,NCT04790006,0.0
898,NCT00842556,0.0
899,NCT03414736,1.0
900,NCT02713477,0.0
901,NCT05294536,0.0
902,NCT01995656,0.0
904,NCT04641312,0.0
905,NCT01581736,0.0
906,NCT01464320,0.0
907,NCT07039890,0.0
908,NCT01407003,1.0
909,NCT00902161,0.0
910,NCT01509742,1.0
911,NCT03329118,0.0
913,NCT01416324,0.0
914,NCT00642798,0.0
916,NCT02877355,1.0
917,NCT02672839,0.0
918,NCT05977465,0.0
919,NCT01217905,0.0
920,NCT01686828,0.0
921,NCT01290575,0.0
922,NCT05760677,0.0
924,NCT01537497,1.0
926,NCT06636877,0.0
927,NCT02479022,0.0
928,NCT01971554,0.0
929,NCT02971202,0.0
930,NCT01690169,0.0
931,NCT01819922,1.0
932,NCT03305822,0.0
933,NCT04552470,0.0
934,NCT05015894,1.0
935,NCT01089205,0.0
936,NCT01614769,0.0
937,NCT03951753,0.0
938,NCT00552227,1.0
939,NCT06606327,0.0
940,NCT00551590,0.0
941,NCT05151705,0.0
942,NCT00791661,0.0
943,NCT02366351,0.0
944,NCT01082120,0.0
946,NCT02039245,0.0
947,NCT00801164,0.0
948,NCT01247363,1.0
949,NCT01786707,0.0
950,NCT00730275,0.0
951,NCT00673465,0.0
952,NCT06974487,0.0
953,NCT01493934,0.0
954,NCT04504045,0.0
955,NCT02773381,1.0
956,NCT04744636,0.0
957,NCT02506647,0.0
958,NCT04221399,0.0
959,NCT01515384,0.0
960,NCT01941199,0.0
961,NCT01673178,0.0
963,NCT00559884,0.0
964,NCT01581658,0.0
965,NCT00993304,1.0
966,NCT06879158,0.0
967,NCT02377362,0.0
968,NCT06819488,0.0
970,NCT04616027,0.0
971,NCT06143423,0.0
972,NCT05210504,0.0
973,NCT04431687,0.0
974,NCT01866748,1.0
975,NCT00841048,0.0
976,NCT05925920,0.0
977,NCT02224118,0.0
978,NCT00979459,0.0
979,NCT02562326,0.0
980,NCT04260438,0.0
981,NCT03538743,1.0
982,NCT05158244,1.0
983,NCT01285518,0.0
984,NCT07140055,0.0
985,NCT01002807,0.0
986,NCT02964104,0.0
987,NCT01554631,0.0
988,NCT04155645,0.0
989,NCT02597400,0.0
990,NCT03310944,1.0
991,NCT03907202,0.0
992,NCT00574912,0.0
993,NCT05831644,0.0
994,NCT06279234,0.0
995,NCT00425009,0.0
996,NCT01226537,0.0
997,NCT02366377,0.0
998,NCT01313286,0.0
999,NCT00115973,0.0
1000,NCT01747083,0.0
1001,NCT03286751,0.0
1002,NCT01013766,0.0
1003,NCT01037582,0.0
1004,NCT06559527,0.0
1007,NCT07158346,0.0
1009,NCT00957268,0.0
1010,NCT00854113,0.0
1012,NCT05741437,0.0
1013,NCT04972539,0.0
1014,NCT05373212,0.0
1015,NCT06766500,0.0
1016,NCT01681693,0.0
1017,NCT06855147,0.0
1018,NCT03466567,0.0
1019,NCT02650206,0.0
1020,NCT00747175,0.0
1021,NCT02623465,0.0
1022,NCT02822534,0.0
1023,NCT04676906,0.0
1024,NCT03144271,1.0
1025,NCT01365091,0.0
1026,NCT01043510,0.0
1027,NCT05875259,0.0
1029,NCT04597697,0.0
1031,NCT01467414,0.0
1032,NCT01677299,0.0
1033,NCT07223333,0.0
1035,NCT01572649,0.0
1037,NCT01282970,0.0
1038,NCT02012166,0.0
1039,NCT01725672,0.0
1040,NCT02815657,0.0
1041,NCT03235362,0.0
1042,NCT04930679,0.0
1043,NCT00924430,0.0
1044,NCT01796366,0.0
1045,NCT01358981,0.0
1047,NCT04817644,0.0
1048,NCT00733577,0.0
1049,NCT02673554,0.0
1051,NCT04143802,1.0
1052,NCT07032688,0.0
1053,NCT07213895,0.0
1054,NCT06555822,0.0
1055,NCT01767688,0.0
1056,NCT06670209,0.0
1057,NCT01145534,0.0
1058,NCT05692934,0.0
1059,NCT00567112,0.0
1061,NCT02627027,0.0
1062,NCT05272059,0.0
1063,NCT05031871,0.0
1064,NCT01349855,0.0
1066,NCT01292993,0.0
1067,NCT05689099,0.0
1068,NCT06132126,0.0
1070,NCT00888238,0.0
1071,NCT05328726,0.0
1072,NCT05719155,0.0
1073,NCT01031108,0.0
1074,NCT07137585,0.0
1075,NCT02535078,0.0
1076,NCT01396161,0.0
1077,NCT01408888,0.0
1078,NCT02803918,0.0
1079,NCT02827890,0.0
1080,NCT02685774,0.0
1081,NCT02806960,0.0
1082,NCT03027960,0.0
1083,NCT02212925,0.0
1084,NCT00824668,0.0
1086,NCT01507389,1.0
1087,NCT01870297,0.0
1088,NCT00501397,0.0
1089,NCT02386982,1.0
1090,NCT00633997,1.0
1091,NCT00102297,1.0
1093,NCT00481117,0.0
1094,NCT02183350,0.0
1095,NCT01516255,0.0
1096,NCT06694935,0.0
1098,NCT04317703,0.0
1099,NCT00830791,0.0
1100,NCT00517283,1.0
1101,NCT03288740,0.0
1102,NCT01373450,0.0
1105,NCT00572650,1.0
1106,NCT06137469,0.0
1107,NCT03376802,1.0
1108,NCT01982630,0.0
1109,NCT01880827,0.0
1111,NCT07061574,0.0
1112,NCT03341013,0.0
1113,NCT02084251,1.0
1114,NCT06932159,0.0
1115,NCT01134224,0.0
1116,NCT02815722,0.0
1117,NCT01023945,0.0
1118,NCT03560323,0.0
1119,NCT06883656,0.0
1120,NCT01044537,1.0
1121,NCT02308254,0.0
1122,NCT02447601,0.0
1123,NCT05169060,0.0
1124,NCT06929156,0.0
1125,NCT02943486,0.0
1126,NCT02164266,0.0
1128,NCT00239707,0.0
1129,NCT02826044,0.0
1130,NCT05081921,0.0
1131,NCT00501930,1.0
1132,NCT06695598,0.0
1133,NCT01780051,0.0
1134,NCT01388153,0.0
1137,NCT00833716,1.0
1138,NCT00949091,1.0
1139,NCT01102673,0.0
1140,NCT04431141,0.0
1141,NCT01757756,1.0
1142,NCT03981627,0.0
1144,NCT02430870,0.0
1146,NCT02541734,0.0
1148,NCT01372163,0.0
1149,NCT01330563,0.0
1150,NCT00990444,0.0
1151,NCT01525238,0.0
1152,NCT00768105,1.0
1153,NCT06422624,0.0
1154,NCT02351323,0.0
1156,NCT00232362,0.0
1157,NCT06226727,0.0
1158,NCT03947879,0.0
1159,NCT01874366,0.0
1160,NCT02183415,0.0
1161,NCT01276288,0.0
1162,NCT02354027,0.0
1163,NCT00758680,0.0
1164,NCT00519727,0.0
1165,NCT02940379,0.0
1166,NCT01614782,0.0
1167,NCT01422590,0.0
1168,NCT06982859,0.0
1169,NCT06723691,0.0
1170,NCT00538174,1.0
1171,NCT00184613,0.0
1172,NCT01865279,0.0
1174,NCT04515576,0.0
1175,NCT04198948,0.0
1176,NCT04187443,0.0
1177,NCT01728740,0.0
1178,NCT01615978,1.0
